29062594;A la salida nos vemos;A group of teenagers at Catholic boarding school in the provinces spend their time trying to adapt to the demands of the priest in charge of the school while discovering life with their adventures and pains. It presents the romantic and sexual initiation of the group of adolescent boys and their problems.
29326153;Class of '61;The film follows the lives of several West Point cadet classmates who find themselves on opposite sides of the war. The film also follows the adventures of Lucius the slave escaping via the underground railroad to freedom with the film cutting between the First Battle of Bull Run and the birth of a Lucius' child born in slavery.
9252321;Come Back, Africa;This story of a Zulu family is a composite story of events enacted by Africans whose experiences resembled the story’s events. Forced out of his village by famine, Zachariah leaves his family to take the only work available: in the gold mines near Johannesburg. Seeking better than a slave wage, he settles with his wife and children in a bleak room in a crumbling shack on the outskirts of the city. Here he confronts the pass laws – hundreds of laws which he did not know existed – restricting his every move: he cannot find work without a pass, and he cannot get a pass without work. At the same time he is constantly threatened with banishment or imprisonment if he is unemployed too long, or fails to comply with petty restrictions. Zachariah drifts through a succession of jobs – domestic servant, garage attendant, waiter, road gang laborer – tormented, insulted, and degraded by white employers who summarily dismiss him because of his ignorance or out of malice. In addition, he falls foul of Marumu, the leader of a gang of “tsotsis”  who are terrorizing the streets of Sophiatown. Fearful that poverty will drive her son to the street gangs, his wife takes a job as a domestic servant where she must live on premises, separated from her family. Zachariah is caught sleeping with Vinah during a nightly police raid and is arrested for trespassing. He returns from prison to find his wife dead, murdered by Murumu because she refused to give in to his sexual demands. Inexorably Zachariah’s overwhelming helplessness and frustration reveal the social impoverishment of all African men, women, and children. Starved off the land after confiscation by successive governments, the black man is uprooted from his native soil and forced continually to search for a home and livelihood. Deprived of political power, he must weave a treacherous path of survival among the myriad written and unwritten laws that govern black contact with the white world – laws which are often contradictory and inevitably result in severe penalties. The family is increasingly torn apart when both parents must work to buy bread, leaving their children to grow up amid the violence and filth of the streets. In the end, the African is completely defenseless in his struggle to survive, inhumanely pulled between the capricious brutality of white law and the wanton violence of the black outlaw.
8388648;Nee Sneham;The film opens with Madhav  and Sreenu  playing a football cup final in Kolkata. Madhav and Sreenu are best friends, football players, and neighbours. Subsequently, the team wins the cup. A mishap happens when Sreenu tries to save Madhav from an accident. Madhav escapes with minor injuries, but Sreenu loses his leg. This puts an end to his football career. Sreenu, recovering from the incident, convinces Madhav not to tell anyone about the cause of Sreenu's accident. He does this to save the two families from drifting apart. Remembering his sacrifice, Madhav works hard and becomes the captain of the team, a post once held by Sreenu. Once, while visiting Goa for a match, Madhav sees Amrutha  and falls in love with her. When Amrutha returns to her house, she finds her grandparents fixing her marriage with an NRI. The marriage breaks apart when the father of the groom gets to know about Madhav's love for Amrutha. Her heartbroken grandfather dies a few days later, and Amrutha holds Madhav responsible for all these incidents and starts hating him. Madhav tries to change her life by anonymously sending her gifts and money during her hardships. Amrutha desperately tries to find the person who was sending these to her. A few days later, during the festival of Holi, Amrutha mistakenly thinks Sreenu to be the sender of all the gifts and proposes him for marriage. Sreenu, not knowing about Madhav's love, agrees to the proposal. Madhav rushes to Sreenu's house, where he realises that the bride is no one else but Amrutha. Madhav sacrifices his love for his best friend's happiness. He tries to burn the photos of him and Amrutha in Goa, but he is seen by his father. His father gets to know the truth but Madhav convinces him not to tell anyone. Madhav decides to leave the town so that the marriage goes on smoothly. He fakes a letter asking him to report to Delhi for national football team selection. Sreenu asks him to leave immediately and to fulfill both of their dreams. Madhav, instead of going to Delhi, flies to Mumbai. Meanwhile, Sreenu's father learns about the photograph and Amrutha is questioned about their relationship. Amrutha realises that it was Madhav, and not Sreenu, who helped her. Sreenu and Amrutha leave for Mumbai. The film ends with Amrutha and Madhav getting together and Sreenu walking away with satisfaction.
10644072;Bhagwan Dada;A villager new to the big city – Bhagwaan  – turns to crime to avoid starvation. He is drawn into the gang of slum crime lord ‘dada’ Shambu  where he falls into every crime but one: violence against women. When an impoverished but honourable young widow hangs herself after being raped by Shambu Dada, the cries of her orphaned baby awaken Bhagwaan’s soul. He rebels against his former master. Bhagwaan vows to atone for his formerly evil life, and adopts the orphaned baby as his own son. The innocent young boy becomes Bhagwaan’s source of personal redemption and the inspiration for all that he does. 12 years later the man now lovingly hailed as “Bhagwaan Dada” has transformed the former crime-ridden slum into a safe and happy neighbourhood - Shantinagar - where his adopted son Govinda  has become the pride and joy of the whole community. Despite his own dark past, this loving father has worked hard to raise the boy as a good person with sound moral values. At this time, Bhagwaan chances to rescue another naïve young man new to the big city – Swaroop  – when Shambu Dada’s gang steal all Swaroop’s money. Impressed with Swaroop’s education as well as the similarity of situation to his own arrival in the city years before, Bhagwaan takes the “innocent and simple” villager under his protective wing. He arranges a good job, even brings Swaroop home to live with himself and his son, young Govinda. Swaroop and Bhagwaan claim each other as ‘brothers’. One day on a roadway nearby the district, members of Shambu Dada’s gang assault a beautiful young woman whom Shambu lusts after. Swaroop hears her cries for help and tries to rescue her, believing as Bhagwaan does that: “It is every man’s duty to honour and protect women.” But Swaroop is a gentle bookish soul who does not know how to fight. He is badly beaten by Shambu’s men before Bhagwaan can rescue him in turn. The young woman  who gives her name as Bijli insists on tending the wounded Swaroop who bravely tried to help her. Bhagwaan invites Bijli to come live at their house until she can find a place to stay. After some initial confusion when Govinda mistakes Bijli for his new ‘uncle’ Swaroop’s wife, all four of them – Bhagwaan, Govinda, Swaroop, and now Bijli – live happily in Bhagwaan’s modest home, Govinda remaining impishly determined to matchmake between Swaroop and Bijli. However, what neither Bhagwaan nor Swaroop realise is that Bijli is a streetwalker. Intercepted on her way out to work one evening, Bijli spills Bhagwaan a yarn about how she is secretly an undercover policewoman assigned to pose as a prostitute in order to arrest real prostitutes and their patrons. Bhagwaan believes her. He preserves her ‘secret’, and all four continue happily in the house just as before, ignorance being bliss. The audience soon learn, though, that appearances are deceiving: Bijli is not, actually, a sex worker but rather working a fraud scam wherein she bilks potential ‘johns’ of money through clever ruses. Meanwhile, Shambu Dada has sworn revenge against Bhagwaan for foiling his plan to abduct Bijli. After brutally beating to death one of his gangmembers who botched the abduction, Shambu dumps the corpse in Bhagwaan’s territory seeking to frame Bhagwaan for the murder. The honest policeman Inspector Vijay , though, is fully aware of Shambu Dada’s crime empire activities as well as Bhagwaan’s reformation. When Bhagwaan discovers the corpse and duly reports the murder, Inspector Vijay not only fails to arrest Bhagwaan but even introduces Bhagwaan to a newspaper reporter – Madhu  – who is researching crime trends in the city, and recommends that she visit Shantinagar. The street-savvy Bhagwaan helps Inspector Vijay set a trap that allows the police to capture Shambu Dada in possession of the murder weapon. Shambu is convicted and sentenced to life imprisonment. All seems well. Bhagwaan invites Madhu to attend a joyous public celebration in Shantinagar. When young Govinda mischievously invites Bijli to garland his ‘uncle’ Swaroop, we discover that the blushing Swaroop hides a growing attraction to Bijli. When Madhu reciprocates Bhagwaan’s invitation by inviting him and Swaroop to her birthday party at a fancy hotel, Bijli manages to talk her way along. After Bijli’s comically jealous behaviour at the party, she confesses how she has come to love Swaroop, just as he loves her. She tries to explain that no future is possible between them. But Swaroop, ecstatic at learning his feelings are returned, simply won’t listen. Unknown to all, however, the evil Shambu Dada has escaped during transfer between prison facilities. Shambu vows to revenge himself upon Bhagwaan at all costs. While warning Bhagwaan of his danger at Shambu’s escape, Inspector Vijay happens to mention that Bijli is not, in fact, working for the police at all but has actually been arrested, if released, on suspicion of prostitution. Bhagwaan angrily confronts Bijli. Devastated, Bijli humbly confesses she lied about working with the police. Bhagwaan strikes her and throws her out of the house … and the whole neighbourhood. When Swaroop returns home he wants to support Bijli but it is already too late: Bijli is gone. All now seems lost for our lovers. But wait! A chance encounter with a doctor at a local hospital reveals Bijli’s true story: she has nobly sacrificed her reputation in order to raise money for the surgery and medicines needed to save the life of her sole surviving relative, a little sister, after the rest of their entire family were killed outright during the Bhopal Disaster. [1984 – cyanide gas cloud] Abjectly chastened, Bhagwaan and Swaroop comb the city for the missing Bijli, and almost abandon all hope. Swaroop finally discovers ‘Bijli’ – whole real name is now revealed as Geeta – at the hospital. The lovers are reconciled. Bhagwaan begs Geeta to claim him as her brother. He pledges himself to both pay for the little sister’s operation and see his ‘sister’ Geeta married happily to Swaroop at the earliest opportunity. Swaroop’s mother comes to welcome Geeta and bless Bhagwaan and Govinda – who is jubilant that his ‘matchmaking’ efforts succeeded – for their role in getting her son married. Geeta’s little sister’s operation is successful, so she also joins the household. The whole of Shantinagar eagerly helps with preparations for the upcoming wedding. Madhu, who is herself becoming romantically interested with Bhagwaan, comes to Shantinagar on the day before the big event “to help with wedding work.” Govinda persuades Madhu to help him distribute the last of the wedding cards throughout the community. Hours later Bhagwaan becomes alarmed to discover that neither Govinda nor Madhu has come back. Some distance beyond the end of the city Bhagwaan comes across an exhausted and terrified Madhu, who explains how both she and Govinda had been kidnapped by the gang of the fugitive Shambu Dada and taken to a ruined fort hidden in the wilderness. Shambu intended to rape her, but brave young Govinda had attacked Shambu so that she could escape, asking her to “Bring Father” for help. Deeper in the wilderness Bhagwaan finally finds little Govinda, who has been horribly mutilated and left to die. Govinda explains in a failing voice how he succeeded in overcoming Shambu’s gang with the fighting skills his father taught him, but was unable to defeat Shambu himself. Shambu then vented his rage, at being cheated of Madhu, by brutally crushing Govinda’s legs – “There were nails in his shoes, Father ...” – leaving the boy paralysed and bleeding to death. After receiving final blessing, Govinda dies in his father’s arms ... having sacrificed his own all-too-short life to save the life of another. As darkness falls in the wilderness, Bhagwaan tenderly burns his son’s remains. Bhagwaan solemnly vows to be avenged upon Shambu, and binds Madhu to silence regarding Govinda’s murder lest the wedding be interrupted. The wedding of Geeta and Swaroop goes forward, attended by the whole of Shantinagar. But part way through the ceremonies someone discovers that they’re missing the sindoor  needed to fill the bride’s hair parting for the ritual. Bhagwaan rushes off to buy the essential sindoor. Shambu confronts Bhagwaan in the marketplace. They fight bitterly, until Bhagwaan at last overwhelms Shambu. Remembering poor Govinda’s last words, Bhagwaan dons one of Shambu’s horrible nail-studded boots and uses it to finish off Shambu. Or so he thinks. At the very last, the dying Shambu manages to hurl a hidden knife that pierces Bhagwaan’s chest. Knowing himself to be mortally wounded, Bhagwaan returns to the wedding just at the point where the ceremony requires him, as the bride’s brother, to bless the newly wedded couple – which he does, using a smear of his own red blood instead of the hard-won sindoor. Geeta and Swaroop now realise he is injured and dying, also that Govinda, too, is missing. Bhagwaan responds that he is “on his way to join Govinda” ... and dies in their arms in his turn. Swaroop and Geeta pledge to continue Bhagwaan’s legacy at Shantinagar.
13455076;A Merry Mixup;The Stooges play three sets of identical triplets, born one year apart. All nine brothers lose track of each other after World War II, unaware that they are all living in the same city. One set  is single, one  is married, and the other  is engaged. Trouble brews when the engaged set of brothers decided to celebrate at a local nightclub. Before they arrive, the unmarried set show up, followed by the fiancees of their brothers. The ladies start hugging and kissing the unsuspecting brothers. Within minutes, the wives of the married brothers show up, thinking their husbands are cheating on them. Hilarity ensues when the nightclub waiter  walks in and sees all nine brothers simultaneously.
33269085;Kehtaa Hai Dil Baar Baar;Ranchhod Rai Patel  is an egotistical and arrogant self-made Gujarati man who arrived from India and settled in the New York area years ago. He started his career cleaning latrines and dirty clothes, then moved on to working in a restaurant, saving enough money to own one, and then finally owned twelve. He became an extremely successful real-estate magnate, à la Donald Trump and was so big-headed that started calling himself THE Roger Patel. He got married to a woman named Kamla and they were soon proud parents of two lovely daughters, Namrata and Ritu. When the girls are grown, the overprotective Roger arranges a marriage for Namrata with a property owner, a professional Patel man named Prem. Ritu Patel , a doctor, informs that she has met her soul mate also, Sunder Kapoor , who is part-Punjabi and part-Madrasi and is definitely not a Patel, nor a property owner, and not even a professional.
2254491;Mr. & Mrs. '55;Preetam , a struggling cartoonist, meets Anita  at a tennis match, where she is watching her favorite tennis star. Anita, a wealthy and westernized heiress is controlled by her feminist aunt, Sita Devi . Sita is suspicious of men, and cultivates her attitudes in Anita. However, to receive her fortune, her father's will decrees that Anita must marry within one month of turning 21. Sita Devi doesn't agree with this, and tries to set Anita up with a sham marriage which will soon lead to divorce, thereby giving her both freedom and a fortune. Sita hires Preetam to marry Anita, but doesn't know that the pair have already met. Preetam is kept from Anita after their marriage, but he kidnaps her and takes her to the traditional house of his brother. While at the house, Anita befriends Preetam's sister-in-law, and begins to see the merit in becoming a traditional Indian wife. Preetam is worried that he has lost Anita, and expedites their divorce by providing false, incrimiating evidence to the court. Preetam then leaves mumbai, heartbroken. Anita now recognizes her feelings for Preetam and rushes to meet him at the airport. In the end, the couple is reunited.
447194;Samson and Delilah;"Samson, a Hebrew placed under Nazirite vows from birth by his mother, is engaged to a Philistine woman named Semadar. At their engagement, Samson loses a bet with his wedding guests  and attacks thirty Philistines to strip them of their cloaks to pay his betting debt. When his deeds become known, Semadar is killed during their wedding feast; Samson becomes a hunted man and in his fury he begins fighting the Philistines. The Saran of Gaza  imposes heavy taxes on the Dannites, with the purpose of having Samson betrayed by his own people. Saran's plan works, and frustrated Dannites hand over Samson to the Philistines, much to the joy of Delilah, Semadar's sister. Samson is taken by the high general Ahtur  and a regiment of Philistine troops. En route back to Gaza, Ahtur decides to taunt Samson. Samson rips apart his chains and ropes and begins to combat the Philistines, toppling Ahtur's war chariot and using the jawbone of an ass to club the Philistine soldiers to death. News of the defeat of Ahtur at the hands of Samson reaches Saran. Saran ponders how to defeat Samson. Delilah comes up with the idea of seducing Samson, thus having him reveal the secret of his strength and then deliver him for punishment. Her plan works; she cuts his hair, which he feels gives him his strength. In order to fully neutralize him, Samson is blinded by his captors, put to slave work and is eventually brought to the temple of Dagon for the entertainment of the Philistines and of Saran. However, in the meantime Delilah has unknowingly fallen in love with Samson, and his blinding and torture make her feel deep remorse over her betrayal. She attends the public torture wielding a whip, in order to help him flee, but Samson instead asks to be brought to the temple's main support pillars. Once he stands between them, he tells Delilah to run, but she remains, unseen by him, as he pushes the pillars apart. The pillars give way and the temple collapses, burying Samson, Delilah, and all the Philistines inside alive. In the end the temple lies in rubble, and Saul and Miriam, his two closest Hebrew friends, are left to mourn Samson's passing."
24165951;Getting Even;A soldier-of-fortune steals some Russian nerve gas from Afghanistan, and brings it to the U.S. to be analyzed. A greedy millionaire rancher finds out about it and sets out to steal it.
18549958;Love, Mary;Mary was a lonely and poor child, from a family of poor farm workers in Portland, Oregon. She was always in trouble with juvenile authorities partly because she hated to go to school. After a number of breaks from juvenile authorities, Mary's good luck ran out. She and another troubled male teen got caught while they were joy-riding with a stolen car that they crashed. That was enough for the Judge who had no choice but to incarcerate Mary. A social worker took an interest in Mary and realized that she struggled with dyslexia. She then helped Mary excel in studies. Mary gained confidence and began to fight back against her impediment, eventually going to college.
12978934;The Deep End of the Ocean;Beth Cappadora  and her husband Pat  experience a parent's worst fear when their son Ben vanishes in a crowded hotel lobby during Beth's high school reunion. The ensuing frantic search is unsuccessful, and Beth goes through a sustained nervous breakdown. Unable to cope with her devastation, Beth unintentionally neglects her other children, Vincent ([[Jonathan Jackson  and Kerry . After nine years, the family has seemingly accepted that Ben has gone forever, when a familiar-looking boy  turns up at their house, introduces himself as Sam and offers to mow their lawn. Beth is convinced that Sam is actually her son, and begins an investigation that culminates in the discovery that Ben was kidnapped at the ill-fated high school reunion years ago, by a mentally unstable woman who was a high school classmate of Beth's. This woman brought up Ben as her own child, until she committed suicide. The attempted re-integration of Ben back into the Cappadora family produces painful results for all involved. Eventually the family decides that what's best for Ben is to return him to his adoptive father, but one night Vincent finds him playing basketball outside. Ben reveals that he remembered something from before his abduction, playing with Vincent and Vincent finding him, causing him to feel safe. Vincent, who has carried guilt for letting go of Ben at the reunion is forgiven by Ben who decides to return to living with his real family, but first plays a game of basketball with his brother with their parents secretly watching from their bedroom window.
8471210;Pieces;"In 1942, a 10 year old boy named Timmy plays with a jigsaw puzzle of a nude woman when his mother walks in. She chastises him for it. The mother orders Timmy to get a plastic bag because ""I'm gonna burn everything."" Timmy gruesomely murders her with an axe instead of getting the plastic bag. The police later arrive at the house and Timmy is finishing the puzzle. The police break into the house through the front door. Timmy then hides in one of the closets. The police then enter into the bedroom, they find a bloody mess all over the room and also find the mother's head inside one of the closets. The police hear Timmy weeping in the another closet, so they open the door and find him covered in blood. The police question the whereabouts of the father; the nanny replies hesitantly and lying obviously that he is in Europe with the Air Force, but the nanny also says that Timmy has an aunt, who lives an hour away and also the nanny says that she will call Timmy's aunt and that the nanny will take Timmy there. Forty years later, in 1982, a grown up Timmy is seen, wearing black gloves, opens a drawer. He removes a box and opens it. Inside, he finds his mother's shoes, her dress, soaked in blood, and a photo of her, crossed out in red. The next scene cuts to a girl skateboarding through town. While this happens, a van, , stops by, and later, the 2 men, are seen carrying out, what looks like a giant mirror frame, from the back of the van. Of course, the girl on the skateboard, ends up crashing into a giant mirror frame, which shatters to pieces. Back at the killer's house, he removes another box, containing pieces of the puzzle of the nude woman, which he starts putting together. Then, the chainsaw-wielding psychopathic killer is on the loose on a college campus in Boston.BD Horror News: DVD Review ""Pieces"" by David Harley Tormented by childhood memories, the killer tries to create his own jigsaw puzzle made from real human body parts. Along with police lieutenant Bracken  and college student Kendall , Mary Riggs  poses as a tennis instructor in order to try to uncover the identity of the maniac.Motion Picture Purgatory: Pieces Many girls fall victim to the psychotic killer: the first girl is decapitated with a chainsaw while sunbathing; the second is nearly drowned in a swimming pool, only to be pulled out of the pool and sawn in pieces with a chainsaw; the third has one of her arms sawn off by the killer while in an elevator and she dies from massive loss; the fourth is stabbed to death in the chest with a knife, while on a waterbed, and stabbed through the back of her neck; the last girl to be killed becomes trapped in the girls' locker room, who has her body sawn in half while hiding inside a bathroom stall from the killer, leaving behind her upper body. In the end, it turns out the college Dean is the killer. He tries to kill Mary but Lt. Bracken, Sgt. Holden and Kendall are able to save her by shooting him in the head. The corpse, consisting of body parts from multiple victims, falls out of the Dean's cabinet and terrifies Kendall. The film ends with Kendall preparing to leave when the corpse inexplicably comes back to life and rips off his testicles while Kendall screams, implying that the Dean is still alive."
1925869;River of No Return;"Set in the Northwestern United States in 1875, the film focuses on taciturn widower Matt Calder , who recently has been released from prison after serving time for killing a man while defending another one. He arrives in a tent city in search of his ten-year-old son Mark , who was left in the care of dance hall singer Kay  during his absence. Matt promises Mark, a virtual stranger to him, the two will enjoy a life of hunting, fishing and farming on their homestead. Kay's fiancé, gambler Harry Weston , tells her they must go to Council City to file the deed on a gold mine he won in a poker game. They head downriver on their flimsy log raft, and when they encounter trouble in the rapids near the Calder farm, Matt and Mark rescue them. Harry offers to buy Matt's rifle and horse so as to reach Council City by land, and when Matt refuses, Harry steals both, leaving Kay, Matt, and Mark stranded in the wilderness. When hostile Indians threaten the farm, the three are forced to escape down the river on Harry's raft. That night they set up camp by the river, and Matt and Kay argue about the wisdom of pursuing Harry. Matt questions why she would choose to marry a man who had endangered a child, and she reminds him Harry never killed a man like he did. Mark overhears their discussion, and Matt is forced to reveal the truth about his past to his son, who is unable to comprehend why his father acted as he did. As the three continue their journey, Kay comes to appreciate Matt's bravery and the tender way he cares for both her and Mark. As time passes, they are forced to deal with a series of trials and tribulations, including a mountain lion attack; prospectors Sam Benson and Dave Colby, who are pursuing Harry for stealing their gold claim; and another group of Indians. After a difficult ride through the worst of the rapids, the three arrive in Council City and confront Harry. Harry shoots at Matt, forcing Mark to kill Harry with a rifle he is inspecting in the general store, and the boy finally understands why his father shot a man so many years before. Kay heads to the local saloon, and while she is singing there, Matt arrives to take her back to his farm with Mark."
10799612;Amici miei;"Like in many other Monicelli movies, the main theme of Amici miei is friendship, seen from a rather bitter point of view. It tells the story of four middle-aged friends in Florence who organize together idle pranks  in a continuous attempt to prolong childhood during their adult life.  Count Mascetti  is an impoverished noble who has no means to support his family, but does not renounce high living pleasures anyway, and has an underage mistress, Titti . Perozzi  is an easy-living journalist harassed by the unceasing disapproval of his wife and his son. Melandri  is a communal architect whose main goal is to find the ideal woman. Necchi  is the owner of a café and pool hall where the friends usually plan their zingarate. During the movie they are joined by a renowned, military-like surgeon, Sassaroli , in whose clinic they recover after being hospitalized, injured after a mismanaged zingarata. Melandri falls in love with Sassaroli's wife, exclaiming ""I've seen the Madonna!"", only to discover she has psychological problems. The plot is mostly composed of elaborate practical jokes organized by the friends, including the creation of a fake mafia mob in whose ""criminal acts"" they involve a pensioner, Righi , who used to snatch croissants from the cake tray in Necchi's café, and Mascetti's attempts to save his marriage despite his relationship with Titti. The film ends with Perozzi's death, which still does not deprive the friends of their desecrating hijinks, not even in face of their own mortality; perozzi himself makes a last joke to the priest. When Perozzi's wife, criticized by Melandri for her lack of tears, comments: ""One can weep if somebody dies. But here nobody has died"", Mascetti replies: ""Well, in reality he had never been so much, but I liked him."" During the funeral procession they ""homage"" their dead friend by telling the wide-eyed Righi that Perozzi was killed for being a traitor to the mafia."
3150865;Yankee Doodle Daffy;"Porky Pig is trying to get on a plane to play golf. However, Daffy Duck, agent to the stars, complete with business card that flashes like a theater marquis, stops him , and does everything he can to convince him that his preteenager client ""Sleepy LaGoon"" can become a star. This annoys Porky so much, as he is trying to get on his plane. Daffy spends most of the cartoon telling Porky about what his client can do, while actually performing various schticks himself, in his usual wild and frenetic way. After trying various ways to escape, Porky locks Daffy in a huge vault and takes off in a plane only to find out that the pilot of the plane is Daffy. Porky then jumps out with a parachute only to notice the parachute is again Daffy. Porky then gets chased back to his office. Finally, having stopped Daffy, Porky relents and asks to see what his client can do. ""Sleepy"", a small and droopy-eyed duck who has whiled away the episode slurping a huge all-day sucker which he keeps in a banjo case, finally gets to perform. ""Sleepy"" begins to sing a song  are in a strong baritone voice. He starts out well, then tries to hit a high note, and goes into a coughing fit."
20591333;The Good Life;A movie about the travails of Jason , a young gas station attendant and movie projectionist living in Nebraska. His encounters with various social difficulties and with Frances , a beautiful and enigmatic young woman leads to dramatic changes and decisions in his life.
28238240;Mickey's Big Game Hunt;Mickey and the Scorpions decide to go on a big game hunt. The kids go out into the woods, only find themselves up against real wild animals .
5414895;Red Cliff;"Director John Woo said in an interview with David Stratton that the film is only 50% factual. Woo decided to alter the story using modern feelings and his own feelings for a more worldly acceptance. According to Woo, historical accuracy was less important than how the audience felt about the battle.http://www.abc.net.au/atthemovies/txt/s2616304.htm  In the summer of 208, during the Han Dynasty, the imperial army led by chancellor Cao Cao embarks on a campaign to eliminate the southern warlords Sun Quan and Liu Bei in the name of eradicating rebels, with the reluctant approval of Emperor Xian. Cao Cao's mighty army swiftly conquers Jing Province and the Battle of Changban is ignited when Cao's cavalry starts attacking civilians on an exodus led by Liu Bei. During the battle, Liu Bei's followers, including his sworn brothers Guan Yu and Zhang Fei, give an excellent display of their combat skills by holding off the enemy while buying time for the civilians to retreat. The warrior Zhao Yun fights bravely to rescue Liu Bei's entrapped family but only succeeds in rescuing Liu's infant son. Following the battle, Liu Bei's advisor Zhuge Liang embarks on a diplomatic mission to Jiangdong to form an alliance between his lord and Sun Quan to deal with Cao Cao's invasion. Sun Quan was initially in the midst of a dilemma of whether to surrender or resist, but his decision to resist Cao Cao hardens after Zhuge Liang's clever persuasion and a subsequent tiger hunt with his viceroy Zhou Yu and sister Sun Shangxiang. Meanwhile, naval commanders Cai Mao and Zhang Yun from Jing Province pledge allegiance to Cao Cao and are received warmly by Cao, who places them in command of his navy. After the hasty formation of the alliance, the forces of Liu Bei and Sun Quan call for a meeting to formulate a plan to counter Cao Cao's army, which is rapidly advancing towards Red Cliff from both land and water. The battle begins with Sun Shangxiang leading a light cavalry unit to lure Cao Cao's vanguard force into the allies' Bagua Formation. The vanguard force is defeated by the allies but Cao Cao shows no disappointment and proceeds to lead his main army to the riverbank directly opposite the allies' main camp, where they make camp. While the allies throw a banquet to celebrate their victory, Zhuge Liang thinks of a plan to send Sun Shangxiang to infiltrate Cao Cao's camp and conduct an espionage mission. The duo maintain contact by sending messages via a pigeon. The film ends with Zhou Yu lighting his miniaturised battleships on a map based on the battle formation.  Sun Shangxiang has infiltrated Cao Cao's camp and is secretly noting details and sending them via a pigeon to Zhuge Liang. Meanwhile, Cao Cao's army is seized with a plague of typhoid fever that kills a number of his troops. Cao Cao orders the corpses to be sent on floating rafts to the allies' camp, hoping to pass the plague on to his enemies. The allied army's morale is affected when some unsuspecting soldiers let the plague in, and eventually a disheartened Liu Bei leaves with his forces while Zhuge Liang stays behind to assist Sun Quan's forces. Cao Cao is overjoyed when he hears that the alliance had collapsed. At the same time, Cai Mao and Zhang Yun propose a new tactic of interlocking the battleships together with iron beams to minimize rocking when sailing on the river and reduce the chances of the troops falling seasick. [[Image:Red Cliff.jpg|right|thumb|Sun Quan's forces look on as Liu Bei leaves the alliance. From right to left: Zhou Yu , Sun Quan , Lu Su (Hou Yong . Subsequently, Zhou Yu and Zhuge Liang make plans on how to eliminate Cai Mao and Zhang Yun, and produce 100,000 arrows respectively. They agreed that whoever fails to complete his mission will be punished by execution under military law. Zhuge Liang's ingenious strategy of letting the enemy shoot 20 boats covered in straw brings in over 100,000 arrows from the enemy and makes Cao Cao doubt the loyalty of Cai Mao and Zhang Yun. On the other hand, Cao Cao sends Jiang Gan to persuade Zhou Yu to surrender, but Zhou tricks Jiang instead into believing that Cai Mao and Zhang Yun are planning to assassinate Cao. Both Zhuge Liang and Zhou Yu's respective plans complement each other when Cao Cao is convinced, despite earlier having doubts about Jiang Gan's report, that Cai Mao and Zhang Yun were indeed planning to assassinate him by deliberately ""donating"" arrows to the enemy. Cai Mao and Zhang Yun are executed and Cao Cao realises his folly afterwards but it is too late. In Sun Quan's camp, Sun Shangxiang returns from Cao Cao's camp with a map of the enemy formation. Zhou Yu and Zhuge Liang decide to attack Cao Cao's navy with fire anticipating that a special climatic condition will soon cause the wind to shift and that the resulting southeast wind will blow to their advantage. Before the battle, Sun Quan's forces have a final moment together, feasting on rice dumplings to celebrate the Winter Solstice. Meanwhile, Zhou Yu's wife, Xiaoqiao, heads towards Cao Cao's camp alone secretly, hoping to persuade Cao to give up his ambitious plans, but fails and decides to distract him instead to buy time for her side. The battle begins when the southeast wind starts blowing in the middle of the night and Sun Quan's forces launch their attack on Cao Cao's navy. On the other hand, Liu Bei's forces, which had apparently left the alliance, start attacking Cao Cao's forts on land. By dawn, Cao Cao's entire navy has been destroyed. The allies launch another offensive on Cao Cao's ground army, stationed in his forts, and succeed in breaking through using testudo formation despite suffering heavy casualties. Although Cao Cao is besieged in his main camp, he manages to hold Zhou Yu hostage after catching him off guard together with Cao Hong. Xiahou Jun also appears, holding Xiaoqiao hostage and causing the allies to hesitate. Just then, Zhao Yun manages to reverse the situation by rescuing Xiaoqiao with a surprise attack and put Cao Cao at the mercy of the allies instead. Eventually, the allies decide to spare Cao Cao's life and tell him never to return before leaving for home. In the final scene, Zhou Yu and Zhuge Liang are seen having a conversation before Zhuge walks away into the far distance with the newborn foal Mengmeng.  The Western release trimmed the length of the film from 280 minutes to 148 minutes and was released in some regions under the title Battle of Red Cliff. An opening narration in English is provided to set the historical context whereas in the Asian release, a more brief description of the context of the political situation appears in scrolling form 10 minutes into the film. Notable cuts include the background and motivations behind Zhuge Liang's plan to obtain 100,000 arrows, including the threat to his life, and the early parts of Sun Shangxiang's infiltration. The tiger hunting scene was also cut from the Western release. Both parts were later released together as a two-disc set in North America by Magnolia Entertainment in their original length on both DVD and Blu-ray disc formats on 23 March, 2010."
